Heuristics:,forward_checking = True,minimal_remaining_values = True
--------------------------
Number of sudokus,1011
total runtime,185.947
average splits:,66
--------------------------
givens,number of occurences,average runtime,average splits
21,2,0.9459999799728394,335
22,19,0.22184210074575325,81
23,118,0.30218643657231736,108
24,263,0.2225627273661102,79
25,304,0.1618026298911948,58
26,210,0.11943808964320592,44
27,79,0.13374685335762893,48
28,14,0.04950000558580671,19
29,2,0.05950009822845459,22
--------------------------
variance distribution for givens = 21
variances,number of occurences,average runtime,average splits
0.6666666666666666,1,1.3619999885559082,477
1.5555555555555556,1,0.5299999713897705,193
--------------------------
variance distribution for givens = 22
variances,number of occurences,average runtime,average splits
0.2469135802469136,1,0.4099998474121094,147
0.4691358024691357,6,0.40000001589457196,146
0.691358024691358,5,0.15920000076293944,57
0.9135802469135802,2,0.1119999885559082,41
1.1358024691358024,2,0.07349991798400879,27
1.3580246913580245,2,0.0765000581741333,32
1.8024691358024691,1,0.08500003814697266,37
--------------------------
variance distribution for givens = 23
variances,number of occurences,average runtime,average splits
0.2469135802469136,8,0.15662500262260437,56
0.4691358024691357,10,0.1251999855041504,45
0.46913580246913583,8,0.24900001287460327,89
0.691358024691358,31,0.3554838703524682,126
0.9135802469135802,15,0.2977333386739095,107
1.1358024691358024,25,0.4191999816894531,150
1.3580246913580245,10,0.40939998626708984,146
1.5802469135802468,4,0.05924999713897705,23
1.8024691358024691,4,0.203249990940094,73
2.0246913580246915,2,0.02200007438659668,10
2.691358024691358,1,0.006999969482421875,5
--------------------------
variance distribution for givens = 24
variances,number of occurences,average runtime,average splits
0.2222222222222222,11,0.13654544136740945,50
0.4444444444444444,29,0.1321379069624276,47
0.6666666666666666,43,0.24744183518165766,86
0.8888888888888888,68,0.19975000269272747,72
1.1111111111111112,34,0.14641173446879668,53
1.1111111111111114,4,0.09024995565414429,35
1.3333333333333333,40,0.30840001702308656,110
1.5555555555555556,20,0.3769500136375427,133
1.7777777777777777,9,0.3225555155012343,115
2.0,3,0.24633328119913736,78
2.0000000000000004,2,0.06049990653991699,25
--------------------------
variance distribution for givens = 25
variances,number of occurences,average runtime,average splits
0.1728395061728395,3,0.08799997965494792,34
0.3950617283950617,16,0.08631251752376556,32
0.6172839506172839,40,0.178849995136261,63
0.8395061728395061,51,0.11492156982421875,42
1.0617283950617284,45,0.21324444876776802,75
1.2839506172839503,26,0.1393076731608464,51
1.2839506172839505,25,0.18136001586914063,66
1.2839506172839508,2,0.10350000858306885,38
1.5061728395061726,7,0.09542853491646903,36
1.5061728395061729,24,0.20620834827423096,74
1.506172839506173,13,0.14415381504939154,53
1.7283950617283947,1,0.13899993896484375,54
1.728395061728395,17,0.13888232848223517,51
1.7283950617283952,9,0.18033337593078613,66
1.950617283950617,1,0.7549998760223389,275
1.9506172839506175,11,0.1434545950456099,52
2.1728395061728394,3,0.03833333651224772,16
2.17283950617284,4,0.09724992513656616,35
2.3950617283950617,2,0.125,48
2.617283950617284,2,0.3539999723434448,125
2.8395061728395063,2,0.5799998044967651,209
--------------------------
variance distribution for givens = 26
variances,number of occurences,average runtime,average splits
0.32098765432098764,4,0.07024997472763062,27
0.54320987654321,29,0.08355170282824285,31
0.7654320987654322,24,0.09720829129219055,36
0.9876543209876544,38,0.11057896990525096,41
1.2098765432098766,41,0.12997563292340533,47
1.432098765432099,24,0.1256666580835978,46
1.654320987654321,20,0.12824999094009398,47
1.8765432098765429,3,0.1569999853769938,57
1.8765432098765433,12,0.21366663773854574,77
2.0987654320987654,10,0.12499995231628418,47
2.3209876543209873,1,0.3489999771118164,125
2.3209876543209877,1,0.031000137329101562,13
2.5432098765432096,2,0.1294999122619629,48
2.765432098765432,1,0.009000062942504883,4
--------------------------
variance distribution for givens = 27
variances,number of occurences,average runtime,average splits
0.4444444444444444,6,0.23266677061716715,80
0.6666666666666666,4,0.09874999523162842,36
0.8888888888888888,13,0.13953848985525277,50
1.1111111111111112,12,0.12000004450480144,44
1.3333333333333333,12,0.22058331966400146,76
1.5555555555555556,7,0.07100003106253487,27
1.7777777777777777,6,0.15000001589457193,54
2.0,9,0.08866662449306911,33
2.2222222222222223,4,0.057000041007995605,21
2.4444444444444446,1,0.19900012016296387,69
2.6666666666666665,2,0.08599996566772461,33
2.888888888888889,3,0.026666641235351562,11
--------------------------
variance distribution for givens = 28
variances,number of occurences,average runtime,average splits
0.32098765432098764,1,0.009999990463256836,8
0.7654320987654322,1,0.07899999618530273,30
0.9876543209876544,1,0.07300019264221191,30
1.2098765432098766,5,0.04279999732971192,16
1.432098765432099,1,0.14699983596801758,53
1.654320987654321,1,0.005000114440917969,3
2.0987654320987654,2,0.050999999046325684,21
2.3209876543209877,2,0.03149998188018799,13
--------------------------
variance distribution for givens = 29
variances,number of occurences,average runtime,average splits
1.2839506172839505,1,0.1100001335144043,41
2.617283950617284,1,0.009000062942504883,4
--------------------------
